유저식별아이디,나이,성별,학력,시력,참여일자,MC구분,선택_A_81,시간_A_81,확신_81,선택_B_81,시간_B_81,선택_A_82,시간_A_82,확신_82,선택_B_82,시간_B_82,선택_A_83,시간_A_83,확신_83,선택_B_83,시간_B_83,선택_A_84,시간_A_84,확신_84,선택_B_84,시간_B_84,선택_A_85,시간_A_85,확신_85,선택_B_85,시간_B_85,선택_A_86,시간_A_86,확신_86,선택_B_86,시간_B_86,선택_A_87,시간_A_87,확신_87,선택_B_87,시간_B_87,선택_A_88,시간_A_88,확신_88,선택_B_88,시간_B_88,선택_A_89,시간_A_89,확신_89,선택_B_89,시간_B_89,선택_A_90,시간_A_90,확신_90,선택_B_90,시간_B_90,선택_A_91,시간_A_91,확신_91,선택_B_91,시간_B_91,선택_A_92,시간_A_92,확신_92,선택_B_92,시간_B_92,선택_A_93,시간_A_93,확신_93,선택_B_93,시간_B_93,선택_A_94,시간_A_94,확신_94,선택_B_94,시간_B_94,선택_A_95,시간_A_95,확신_95,선택_B_95,시간_B_95,선택_A_96,시간_A_96,확신_96,선택_B_96,시간_B_96,선택_A_97,시간_A_97,확신_97,선택_B_97,시간_B_97,선택_A_98,시간_A_98,확신_98,선택_B_98,시간_B_98,선택_A_99,시간_A_99,확신_99,선택_B_99,시간_B_99,선택_A_100,시간_A_100,확신_100,선택_B_100,시간_B_100,선택_A_101,시간_A_101,확신_101,선택_B_101,시간_B_101,선택_A_102,시간_A_102,확신_102,선택_B_102,시간_B_102,선택_A_103,시간_A_103,확신_103,선택_B_103,시간_B_103,선택_A_104,시간_A_104,확신_104,선택_B_104,시간_B_104,선택_A_105,시간_A_105,확신_105,선택_B_105,시간_B_105,선택_A_106,시간_A_106,확신_106,선택_B_106,시간_B_106,선택_A_107,시간_A_107,확신_107,선택_B_107,시간_B_107,선택_A_108,시간_A_108,확신_108,선택_B_108,시간_B_108,선택_A_109,시간_A_109,확신_109,선택_B_109,시간_B_109,선택_A_110,시간_A_110,확신_110,선택_B_110,시간_B_110,선택_A_111,시간_A_111,확신_111,선택_B_111,시간_B_111,선택_A_112,시간_A_112,확신_112,선택_B_112,시간_B_112,선택_A_113,시간_A_113,확신_113,선택_B_113,시간_B_113,선택_A_114,시간_A_114,확신_114,선택_B_114,시간_B_114,선택_A_115,시간_A_115,확신_115,선택_B_115,시간_B_115,선택_A_116,시간_A_116,확신_116,선택_B_116,시간_B_116,선택_A_117,시간_A_117,확신_117,선택_B_117,시간_B_117,선택_A_118,시간_A_118,확신_118,선택_B_118,시간_B_118,선택_A_119,시간_A_119,확신_119,선택_B_119,시간_B_119,선택_A_120,시간_A_120,확신_120,선택_B_120,시간_B_120,선택_A_121,시간_A_121,확신_121,선택_B_121,시간_B_121,선택_A_122,시간_A_122,확신_122,선택_B_122,시간_B_122,선택_A_123,시간_A_123,확신_123,선택_B_123,시간_B_123,선택_A_124,시간_A_124,확신_124,선택_B_124,시간_B_124,선택_A_125,시간_A_125,확신_125,선택_B_125,시간_B_125,선택_A_126,시간_A_126,확신_126,선택_B_126,시간_B_126,선택_A_127,시간_A_127,확신_127,선택_B_127,시간_B_127,선택_A_128,시간_A_128,확신_128,선택_B_128,시간_B_128,선택_A_129,시간_A_129,확신_129,선택_B_129,시간_B_129,선택_A_130,시간_A_130,확신_130,선택_B_130,시간_B_130,선택_A_131,시간_A_131,확신_131,선택_B_131,시간_B_131,선택_A_132,시간_A_132,확신_132,선택_B_132,시간_B_132,선택_A_133,시간_A_133,확신_133,선택_B_133,시간_B_133,선택_A_134,시간_A_134,확신_134,선택_B_134,시간_B_134,선택_A_135,시간_A_135,확신_135,선택_B_135,시간_B_135,선택_A_136,시간_A_136,확신_136,선택_B_136,시간_B_136,선택_A_137,시간_A_137,확신_137,선택_B_137,시간_B_137,선택_A_138,시간_A_138,확신_138,선택_B_138,시간_B_138,선택_A_139,시간_A_139,확신_139,선택_B_139,시간_B_139,선택_A_140,시간_A_140,확신_140,선택_B_140,시간_B_140,선택_A_141,시간_A_141,확신_141,선택_B_141,시간_B_141,선택_A_142,시간_A_142,확신_142,선택_B_142,시간_B_142,선택_A_143,시간_A_143,확신_143,선택_B_143,시간_B_143,선택_A_144,시간_A_144,확신_144,선택_B_144,시간_B_144,선택_A_145,시간_A_145,확신_145,선택_B_145,시간_B_145,선택_A_146,시간_A_146,확신_146,선택_B_146,시간_B_146,선택_A_147,시간_A_147,확신_147,선택_B_147,시간_B_147,선택_A_148,시간_A_148,확신_148,선택_B_148,시간_B_148,선택_A_149,시간_A_149,확신_149,선택_B_149,시간_B_149,선택_A_150,시간_A_150,확신_150,선택_B_150,시간_B_150,선택_A_151,시간_A_151,확신_151,선택_B_151,시간_B_151,선택_A_152,시간_A_152,확신_152,선택_B_152,시간_B_152,선택_A_153,시간_A_153,확신_153,선택_B_153,시간_B_153,선택_A_154,시간_A_154,확신_154,선택_B_154,시간_B_154,선택_A_155,시간_A_155,확신_155,선택_B_155,시간_B_155,선택_A_156,시간_A_156,확신_156,선택_B_156,시간_B_156,선택_A_157,시간_A_157,확신_157,선택_B_157,시간_B_157,선택_A_158,시간_A_158,확신_158,선택_B_158,시간_B_158,선택_A_159,시간_A_159,확신_159,선택_B_159,시간_B_159,선택_A_160,시간_A_160,확신_160,선택_B_160,시간_B_160
4,,,,,2021-10-17 19:35,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
5,,,,,2021-10-17 19:36,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
6,,,,,2021-10-19 11:09,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
1,,,,,2021-10-19 14:03,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
8,,,,,2021-10-21 16:53,1,19081632,2.63,1,,0,19081632,2.8,1,,0,19072221,2.81,1,,0,19092711,1.18,1,,0,19080133,2.31,1,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19070311,4.36,1,,0,19090631,1.31,,19092521,1.68,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19081421,3.86,1,,0,19081632,1.87,1,,0,19082032,1.8,1,,0,,0,,,0,19080133,2.66,1,,0,,0,,,0,19070311,2.91,1,,0,19071821,0.51,1,,0,19080133,0.1,1,,0,19081632,0.4,1,,0,19071821,0.3,1,,0,19081421,0.63,1,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19082131,2.59,1,,0,19081632,0.76,,19090631,0.36,19081632,0.28,1,,0,,0,,,0,19071131,3.34,1,,0,19092711,4.24,1,,0,19081632,0.64,1,,0,19071131,0.48,1,,0,19081632,0.55,1,,0
2,,,,,2021-10-25 12:27,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
3,,,,,2021-10-25 12:28,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
7,,,,,2021-10-25 14:04,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19081632,0.58,1,,0
0,,,,,2021-10-26 17:21,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
9,,,,,2021-10-26 17:42,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
