유저식별아이디,나이,성별,학력,시력,참여일자,MC구분,선택_A_641,시간_A_641,확신_641,선택_B_641,시간_B_641,선택_A_642,시간_A_642,확신_642,선택_B_642,시간_B_642,선택_A_643,시간_A_643,확신_643,선택_B_643,시간_B_643,선택_A_644,시간_A_644,확신_644,선택_B_644,시간_B_644,선택_A_645,시간_A_645,확신_645,선택_B_645,시간_B_645,선택_A_646,시간_A_646,확신_646,선택_B_646,시간_B_646,선택_A_647,시간_A_647,확신_647,선택_B_647,시간_B_647,선택_A_648,시간_A_648,확신_648,선택_B_648,시간_B_648,선택_A_649,시간_A_649,확신_649,선택_B_649,시간_B_649,선택_A_650,시간_A_650,확신_650,선택_B_650,시간_B_650,선택_A_651,시간_A_651,확신_651,선택_B_651,시간_B_651,선택_A_652,시간_A_652,확신_652,선택_B_652,시간_B_652,선택_A_653,시간_A_653,확신_653,선택_B_653,시간_B_653,선택_A_654,시간_A_654,확신_654,선택_B_654,시간_B_654,선택_A_655,시간_A_655,확신_655,선택_B_655,시간_B_655,선택_A_656,시간_A_656,확신_656,선택_B_656,시간_B_656,선택_A_657,시간_A_657,확신_657,선택_B_657,시간_B_657,선택_A_658,시간_A_658,확신_658,선택_B_658,시간_B_658,선택_A_659,시간_A_659,확신_659,선택_B_659,시간_B_659,선택_A_660,시간_A_660,확신_660,선택_B_660,시간_B_660,선택_A_661,시간_A_661,확신_661,선택_B_661,시간_B_661,선택_A_662,시간_A_662,확신_662,선택_B_662,시간_B_662,선택_A_663,시간_A_663,확신_663,선택_B_663,시간_B_663,선택_A_664,시간_A_664,확신_664,선택_B_664,시간_B_664,선택_A_665,시간_A_665,확신_665,선택_B_665,시간_B_665,선택_A_666,시간_A_666,확신_666,선택_B_666,시간_B_666,선택_A_667,시간_A_667,확신_667,선택_B_667,시간_B_667,선택_A_668,시간_A_668,확신_668,선택_B_668,시간_B_668,선택_A_669,시간_A_669,확신_669,선택_B_669,시간_B_669,선택_A_670,시간_A_670,확신_670,선택_B_670,시간_B_670,선택_A_671,시간_A_671,확신_671,선택_B_671,시간_B_671,선택_A_672,시간_A_672,확신_672,선택_B_672,시간_B_672,선택_A_673,시간_A_673,확신_673,선택_B_673,시간_B_673,선택_A_674,시간_A_674,확신_674,선택_B_674,시간_B_674,선택_A_675,시간_A_675,확신_675,선택_B_675,시간_B_675,선택_A_676,시간_A_676,확신_676,선택_B_676,시간_B_676,선택_A_677,시간_A_677,확신_677,선택_B_677,시간_B_677,선택_A_678,시간_A_678,확신_678,선택_B_678,시간_B_678,선택_A_679,시간_A_679,확신_679,선택_B_679,시간_B_679,선택_A_680,시간_A_680,확신_680,선택_B_680,시간_B_680,선택_A_681,시간_A_681,확신_681,선택_B_681,시간_B_681,선택_A_682,시간_A_682,확신_682,선택_B_682,시간_B_682,선택_A_683,시간_A_683,확신_683,선택_B_683,시간_B_683,선택_A_684,시간_A_684,확신_684,선택_B_684,시간_B_684,선택_A_685,시간_A_685,확신_685,선택_B_685,시간_B_685,선택_A_686,시간_A_686,확신_686,선택_B_686,시간_B_686,선택_A_687,시간_A_687,확신_687,선택_B_687,시간_B_687,선택_A_688,시간_A_688,확신_688,선택_B_688,시간_B_688,선택_A_689,시간_A_689,확신_689,선택_B_689,시간_B_689,선택_A_690,시간_A_690,확신_690,선택_B_690,시간_B_690,선택_A_691,시간_A_691,확신_691,선택_B_691,시간_B_691,선택_A_692,시간_A_692,확신_692,선택_B_692,시간_B_692,선택_A_693,시간_A_693,확신_693,선택_B_693,시간_B_693,선택_A_694,시간_A_694,확신_694,선택_B_694,시간_B_694,선택_A_695,시간_A_695,확신_695,선택_B_695,시간_B_695,선택_A_696,시간_A_696,확신_696,선택_B_696,시간_B_696,선택_A_697,시간_A_697,확신_697,선택_B_697,시간_B_697,선택_A_698,시간_A_698,확신_698,선택_B_698,시간_B_698,선택_A_699,시간_A_699,확신_699,선택_B_699,시간_B_699,선택_A_700,시간_A_700,확신_700,선택_B_700,시간_B_700,선택_A_701,시간_A_701,확신_701,선택_B_701,시간_B_701,선택_A_702,시간_A_702,확신_702,선택_B_702,시간_B_702,선택_A_703,시간_A_703,확신_703,선택_B_703,시간_B_703,선택_A_704,시간_A_704,확신_704,선택_B_704,시간_B_704,선택_A_705,시간_A_705,확신_705,선택_B_705,시간_B_705,선택_A_706,시간_A_706,확신_706,선택_B_706,시간_B_706,선택_A_707,시간_A_707,확신_707,선택_B_707,시간_B_707,선택_A_708,시간_A_708,확신_708,선택_B_708,시간_B_708,선택_A_709,시간_A_709,확신_709,선택_B_709,시간_B_709,선택_A_710,시간_A_710,확신_710,선택_B_710,시간_B_710,선택_A_711,시간_A_711,확신_711,선택_B_711,시간_B_711,선택_A_712,시간_A_712,확신_712,선택_B_712,시간_B_712,선택_A_713,시간_A_713,확신_713,선택_B_713,시간_B_713,선택_A_714,시간_A_714,확신_714,선택_B_714,시간_B_714,선택_A_715,시간_A_715,확신_715,선택_B_715,시간_B_715,선택_A_716,시간_A_716,확신_716,선택_B_716,시간_B_716,선택_A_717,시간_A_717,확신_717,선택_B_717,시간_B_717,선택_A_718,시간_A_718,확신_718,선택_B_718,시간_B_718,선택_A_719,시간_A_719,확신_719,선택_B_719,시간_B_719,선택_A_720,시간_A_720,확신_720,선택_B_720,시간_B_720
4,,,,,2021-10-17 19:35,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
5,,,,,2021-10-17 19:36,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
6,,,,,2021-10-19 11:09,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
1,,,,,2021-10-19 14:03,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
8,,,,,2021-10-21 16:53,1,19081632,0.94,1,,0,,0,,,0,19080133,3.86,1,,0,,0,,,0,19081421,1.2,1,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19081632,1.15,1,,0,19071131,0.32,1,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19071821,1.31,1,,0,19081632,0.54,1,,0,19071821,0.3,1,,0,19080133,0.77,1,,0
2,,,,,2021-10-25 12:27,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
3,,,,,2021-10-25 12:28,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
7,,,,,2021-10-25 14:04,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
0,,,,,2021-10-26 17:21,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19071821,3.2,1,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,19070311,2.45,,,0,,0,1,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
9,,,,,2021-10-26 17:42,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
